ID,obrorgan,pinadleg,code,name_code,stroka,name_stroka,datee,vypusk,tk,tk_spec,tk__month,Indivpred,samozan,teach,army_priz,army_contr,decret,neformal,szn,no_motiv,drugoe,smert,nakazan,pereezd,uxod,inostran,inoe,will_trud,will_individpred,will_samozan,will_army_priz,will_army_contract,will_teach
102,ГАПОУ СО Артемовский колледж точного приборостроения,Министерство образования и молодежной политики,13.01.10,Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям),2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,ГАПОУ СО Артемовский колледж точного приборостроения,Министерство образования и молодежной политики,13.01.10,Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям),3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,ГАПОУ СО Артемовский колледж точного приборостроения,Министерство образования и молодежной политики,13.01.10,Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям),4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,ГАПОУ СО Артемовский колледж точного приборостроения,Министерство образования и молодежной политики,13.01.10,Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям),5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,ГАПОУ СО Артинский агропромышленный техникум,Министерство образования и молодежной политики,35.01.11,Мастер сельскохозяйственного производства,1,Всего,44835,15,8,4,4,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,ГАПОУ СО Артинский агропромышленный техникум,Министерство образования и молодежной политики,35.01.11,Мастер сельскохозяйственного производства,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,ГАПОУ СО Артинский агропромышленный техникум,Министерство образования и молодежной политики,35.01.11,Мастер сельскохозяйственного производства,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,ГАПОУ СО Артинский агропромышленный техникум,Министерство образования и молодежной политики,35.01.11,Мастер сельскохозяйственного производства,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,ГАПОУ СО Артинский агропромышленный техникум,Министерство образования и молодежной политики,35.01.11,Мастер сельскохозяйственного производства,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,ГАПОУ СО Артинский агропромышленный техникум,Министерство образования и молодежной политики,35.01.15,Электромонтер по ремонту и обслуживанию электрооборудования в сельскохозяйственном производстве,1,Всего,44835,20,9,4,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,ГАПОУ СО Артинский агропромышленный техникум,Министерство образования и молодежной политики,35.01.15,Электромонтер по ремонту и обслуживанию электрооборудования в сельскохозяйственном производстве,2,лица с ОВЗ,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,ГАПОУ СО Артинский агропромышленный техникум,Министерство образования и молодежной политики,35.01.15,Электромонтер по ремонту и обслуживанию электрооборудования в сельскохозяйственном производстве,3,из ОВЗ: инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,ГАПОУ СО Артинский агропромышленный техникум,Министерство образования и молодежной политики,35.01.15,Электромонтер по ремонту и обслуживанию электрооборудования в сельскохозяйственном производстве,4,Инвалиды и дети-инвалиды,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,ГАПОУ СО Артинский агропромышленный техникум,Министерство образования и молодежной политики,35.01.15,Электромонтер по ремонту и обслуживанию электрооборудования в сельскохозяйственном производстве,5,Имеют договор о целевом обучении,44835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,ГАПОУ СО Артинский агропромышленный техникум,Министерство образования и молодежной политики,35.02.07,Механизация сельского хозяйства,1,Всего,44835,14,13,10,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
